EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,ANTICIPOS_CTE,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,target
48766.28243,5315989.467,7876447.9629999995,0.0,8257.677502,8056432.828,12894301.39,0.0,659067.086,-5793883.869,8472837.411,7328149.807999999,3194807.2660000003,5263681.508,Aceptado
186464.1825,3029874.55,4759.705063,2080829.907,1621471.824,-9184258.317,496215.102,435421.5233,0.0,0.0,34761573.0,8464339.223,0.0,2324311.455,Aceptado
112368.1988,3472673.7460000003,1736203.78,1191547.263,435644.9174,5797939.146000001,8412183.676,216995.1308,-491919.0262,-1250658.129,26025199.44,13395712.6,12714614.95,10857438.85,Aceptado
902746.8252,1139053.721,5119676.241,24054.26811,259138.5343,-512708.2918,1451812.7230000002,575352.0459,-6257955.87,0.0,14664830.07,29370985.94,1549138.708,5935709.011,Aceptado
34499.7398,5736524.0479999995,9852078.197999999,569933.7301,134003.39,7637135.076,18596318.67,3836113.22,15641677.81,-8055650.6110000005,29983928.03,0.0,2641797.81,2331088.241,Aceptado
605806.2461,46181231.51,61275645.25,660970.7169,3670349.988,4487997.692,42862312.58,649655.0321,19765989.16,-4142444.26,395518207.4,0.0,69249879.18,59386771.76,Aceptado
66096.5831,1037084.338,0.0,43596.376189999995,382053.5875,7394752.192000001,4344739.1680000005,3121668.736,0.0,-7168594.009,31265107.65,25533041.01,401174.2278,801565.9194,Sospechoso
44130.34027,588026.9165,6036593.299,14004.01193,13850.0415,0.0,3364818.505,679731.4738,-11075668.06,0.0,3156391.9669999997,3513860.0310000004,3863932.642,3416391.003,Aceptado
5743688.098999999,90422203.64,56608634.72,0.0,2524013.62,1881095.438,177703469.4,12480941.91,19929975.23,-5716007.612000001,468534281.6,1214401833.0,62437906.0,55229857.82,Aceptado
347146.8128,8822875.689,499736.9051,956130.8928,0.0,-4622821.023,5048699.065,923117.4348,6943659.464,492286.3385,0.0,24577536.79,0.0,9332467.304,Aceptado
1526063.83,3089346.863,612921.5146,402705.5187,2141921.829,-9716638.25,1882097.475,4357234.833000001,10434677.04,0.0,64641958.99,0.0,1621913.227,2688671.083,Sospechoso
2733390.4669999997,46566137.05,18393426.21,6399444.707,4013865.422,-3851192.3030000003,76304679.2,8787062.145,24026333.76,-2971184.787,478478127.4,251308668.0,0.0,0.0,Aceptado
144148.9295,6664168.413,10613424.62,0.0,1382797.251,0.0,0.0,1019276.84,5734757.535,-2834997.4839999997,115429630.0,63894005.93,13571787.92,13020695.91,Aceptado
988436.1240000001,67146190.03,27518814.5,8704491.817,439444.3624,1058794.325,97233685.3,7379340.601,24808371.72,-8377281.77,0.0,366286873.8,17988989.55,0.0,Aceptado
218022.138,8563516.781,1232926.024,292318.5765,346450.2489,-170673.5237,9445013.608,1087874.396,853843.4194,-2049326.1709999999,18753728.47,30548035.25,10090115.02,10257863.93,Aceptado
12059142.34,64989887.78,6252100.432,60474995.85,2542987.568,-10537034.96,54259309.15,5739811.469,19796718.66,-1266185.23,250841701.4,187748344.2,0.0,37771935.69,Aceptado
99394.39067000001,9807569.137,8418411.658,70244.45421,201003.9308,3340164.639,19014297.48,1726519.358,7376811.027000001,-6311199.065,47257832.46,61916937.96,0.0,0.0,Aceptado
2357179.893,24694591.68,969842.9554,5416010.437999999,1399078.374,0.0,20292299.82,3501433.1810000003,0.0,-624784.6366,150290126.4,23603349.78,0.0,14480953.05,Aceptado
109328.9067,0.0,7111393.914,71751.34131,190336.7999,0.0,3177095.9239999996,1358621.914,-3445750.8430000003,-4407443.851,14900713.81,27006478.86,7878010.749,0.0,Aceptado
341639.0796,7367311.024,1771967.7230000002,223313.5007,99744.4528,-2536201.941,4179366.443,0.0,0.0,-3747588.4960000003,14698000.97,20929410.09,0.0,7871177.071,Aceptado
3408114.7860000003,12569761.33,0.0,775859.9956,801456.1088,0.0,9917788.265,3418626.608,0.0,-1309491.396,0.0,0.0,10218073.02,0.0,Aceptado
0.0,2202555.462,3525516.2939999998,2385200.797,3916165.5319999997,4470231.629,10355535.29,0.0,-11707544.41,593175.2327,47966307.92,102506396.8,0.0,21788838.9,Aceptado
250955.3488,17379158.09,0.0,2534469.083,2145662.386,5308974.632,26062493.15,553463.3605,7196321.107999999,-198938.5305,130629829.8,50045496.03,29972020.62,28670889.88,Aceptado
63854.883089999996,126243.6081,721133.6546,31071.051480000002,72682.87515,5828585.231000001,0.0,122268.5807,-13303506.24,-1730757.5580000002,0.0,4579871.548,1867452.8530000001,1592470.823,Aceptado
0.0,1361475.89,1319120.494,347395.6726,561422.1837,2751131.829,3031644.878,292922.1442,-1099048.881,-1256018.637,23774945.95,14296442.46,4965543.501,6327397.362000001,Aceptado
161069.9644,0.0,1861320.6719999998,2636514.761,2223317.065,3588172.528,20154479.83,484773.5558,6361820.982000001,-1362091.12,90216672.0,67054267.52,17629762.03,0.0,Aceptado
483177.5547,49547519.33,81637032.74,831336.202,750758.7346,8068714.063999999,123671523.3,6051624.741,12531705.18,-6735236.958,255216796.2,455166297.7,55290082.15,0.0,Aceptado
1613924.721,47187533.82,13897557.0,25025974.65,4633430.916999999,-1136526.023,56102618.58,6972913.752,0.0,-4852295.491,335832913.1,361431502.5,18503312.5,0.0,Aceptado
214320.7911,30258484.28,0.0,2827124.0760000004,460754.1092,5636911.885,57334785.68,1730687.4980000001,0.0,-5404127.547,80756885.71,132817163.0,33320527.83,26497577.41,Sospechoso
2616795.599,5697044.892000001,18564021.27,401385.6288,1929500.208,606995.706,7781520.731000001,8093604.272999999,3349758.646,-1495316.5780000002,98560459.44,76677185.52,13115899.86,8279874.971,Aceptado
12626458.38,70683756.55,38446525.79,0.0,5017873.7360000005,-5475598.727000001,134946297.7,0.0,22194424.07,-8150923.669,0.0,7601900176.0,43799068.35,31160591.07,Aceptado
73287.99738,341991.7537,38078.1193,359968.5824,464776.4521,2538391.4930000002,431647.0037,240257.0797,0.0,-1094082.445,4292527.841,5391566.629,938435.2988,0.0,Aceptado
0.0,486383.2984,773636.9473,354256.2704,514009.945,3509487.357,2773679.925,1739045.989,0.0,-2842502.1139999996,5230488.57,30933666.65,3971266.982,2712898.9310000003,Sospechoso
726489.2022,18747168.16,1663067.217,1126983.777,1448307.0659999999,0.0,9812230.319,1563168.68,21485708.38,-1189498.866,0.0,38045080.55,12539771.73,0.0,Aceptado
263698.7157,0.0,1933263.7240000002,835240.4492,194645.8161,3397756.026,12648693.96,0.0,-1274291.075,-3112902.3210000005,10987116.46,28023672.48,7122012.955,0.0,Aceptado
161594.1442,2065651.686,945935.3012,0.0,220343.5261,1745806.654,1958694.668,354741.9018,4884191.05,395570.7953,29327506.56,2560728.8819999998,5623524.05,0.0,Aceptado
9209642.344,0.0,14900923.82,0.0,1533741.459,-11253140.34,42015473.21,3114955.315,18841421.84,-1436308.372,318239226.2,0.0,27587627.36,37100410.84,Aceptado
2740057.775,26906539.97,27288282.19,1756884.841,571982.7614,3329134.787,53984774.35,3574929.566,1929412.726,-3651913.646,77256947.51,238630485.3,34468526.14,35460533.8,Aceptado
0.0,31336902.68,0.0,0.0,271968.9413,4639258.846,46110799.58,5346520.28,10379418.73,0.0,151951902.1,0.0,24934178.47,21332619.66,Aceptado
1608120.747,0.0,8043302.212,15039852.53,5081947.318,-66351.24072999999,25248688.41,5753510.205,11689053.24,-1133888.122,220904849.6,150114577.1,0.0,16396342.46,Aceptado
167336.7509,5263352.716,8232280.682999999,29899.68797,78075.21652,5104312.281,9513874.457999999,1791738.205,4067074.1989999996,0.0,31880658.49,8748505.831,0.0,5344034.588,Aceptado
531290.5977,15825420.59,52100249.22,304885.9569,2024246.743,8141971.238,37796025.29,1816905.6809999999,-2150524.635,0.0,142100282.1,353432105.8,28839389.24,31411198.4,Aceptado
8727527.987,38894020.12,655461.6799,40202502.51,4353230.574,-12486218.04,26634595.16,0.0,0.0,0.0,177656365.0,131385021.3,27570344.37,0.0,Aceptado
0.0,488008.0899,0.0,337803.2356,0.0,1190942.365,143226.2392,282251.8996,0.0,-1913711.491,469195.3916,2629285.77,0.0,0.0,Aceptado
149482.2561,8737153.35,8238054.219,454964.1345,677853.652,7359303.234,14616965.48,0.0,-7352.763223999999,-331084.7093,62324750.27,26767609.55,18959107.79,31597011.8,Aceptado
183939.6889,0.0,0.0,89330.86755,109511.2799,6101893.3,0.0,1736482.5380000002,4633887.106000001,-5175857.148,0.0,11834940.32,3067793.662,3568309.92,Sospechoso
0.0,5556988.89,2779.6408469999997,5104283.313999999,1495054.1369999999,-12658682.74,6101185.785,1027368.3509999999,10442974.77,-1724695.581,43875805.99,29634607.17,5585475.927,0.0,Aceptado
125999.8672,1280226.9070000001,4212951.761,528452.7018,1531527.497,6583557.669,0.0,752040.1773,-381609.9466,-678913.3401,42524826.85,21409437.41,11117839.56,6674794.457,Aceptado
1832319.7019999998,11692302.6,20876961.75,64659.51824,817880.8670000001,39246.74483,16322222.26,1367076.892,0.0,-1195611.004,0.0,68461026.82,15981069.35,22848235.44,Aceptado
531450.1999,8682894.536,56982719.13,1039183.4,2405035.19,8668817.236,49082965.41,0.0,-1264142.721,-3990139.547,151437908.7,163562764.6,21455076.49,16907350.17,Aceptado
534004.5992,11115908.11,34734056.79,338156.6183,615917.2515,6526892.464,41876586.91,8728817.213,8274239.558999999,-6524801.753,115312907.5,99782659.21,11287049.0,8721062.457999999,Aceptado
0.0,93544115.9,0.0,9177117.671,2103455.076,1479960.9519999998,119208628.6,8673909.787999999,23904922.08,0.0,477487064.6,371953457.3,73083980.79,58061382.3,Aceptado
4165293.409,20586821.69,9458700.113,2507687.894,2685419.5919999997,-3595423.733,17034614.5,3778700.6580000003,8683014.975,-1438110.4540000001,147978734.1,118370959.3,11624181.57,19117431.17,Aceptado
2573437.127,50725000.73,19199970.19,370024.1843,1042308.05,0.0,46466217.04,5627245.35,20836213.65,-3820494.0919999997,287058947.1,209199303.0,0.0,25322582.0,Aceptado
1049264.275,35084775.0,37216589.67,656134.7915,1019215.912,4499483.152,60932288.64,4248676.339,0.0,-4269365.978,133184205.2,437512559.6,49680512.14,34612175.64,Aceptado
221044.2016,462202.2015,1697570.227,69996.87931,801397.1209,0.0,1364559.7380000001,17775.32283,0.0,1179712.821,28912292.85,0.0,15493385.15,18275099.11,Aceptado
15979.390809999999,6297.822966,0.0,20570.39881,208541.1937,5028425.511,79547.44372000001,3647.9173159999996,-13941918.69,757053.6835,2654284.59,0.0,0.0,1333899.288,Aceptado
494549.3979,5831627.216,43201395.83,116633.0114,0.0,0.0,9348765.713,4315047.022,8966982.808,-3361179.921,192366750.7,68114698.91,0.0,8137693.397999999,Aceptado
0.0,7389477.265,5513604.11,134238.7021,897138.571,2284972.965,4874845.576,1219613.669,5577102.136,-2473998.921,44001020.22,50955841.36,7902561.892999999,9635350.086000001,Aceptado
2596478.037,131935.4768,10283.42176,213824.0242,0.0,-9021792.636,0.0,0.0,0.0,1188261.884,2420260.438,7162051.301,2289191.379,3067068.1810000003,Aceptado
420192.3407,773768.3572,1316386.817,0.0,0.0,1526944.3869999999,796156.8398,22825.90111,-11158268.62,-70621.45289,5163010.873,0.0,3016167.1610000003,10434630.18,Aceptado
0.0,16769203.72,6911987.597999999,0.0,3099018.0719999997,-5294226.058999999,26290498.04,2549799.747,11870653.64,-2462603.461,192878264.5,235367051.4,18676197.1,20980732.27,Aceptado
104551.0881,0.0,183641.7041,107868.5956,0.0,6033086.642000001,240359.9862,2447.867847,-17536201.54,1178978.0,10646635.34,5381565.875,8404994.802000001,12149482.91,Aceptado
0.0,11965526.2,0.0,0.0,336329.8292,2388128.86,27889864.86,1141489.217,-4092966.508,-867279.5361,44999416.65,20495385.89,21432776.54,18232350.1,Aceptado
1968683.72,6548820.793,10275.8939,15849570.57,4326246.985,-9711152.038999999,7345921.252,495277.615,0.0,0.0,64472473.42,35862165.12,24459091.37,20407629.05,Aceptado
2462961.994,0.0,73035817.32,793102.1824,1931046.936,4526925.794,104986945.0,8223511.001,14326803.49,-4979320.303,371524898.9,923700566.1,65665469.76,45539333.95,Aceptado
13138670.6,86388735.0,2924098.2169999997,25650007.75,2079865.726,0.0,0.0,0.0,16898251.58,874786.2135,269861599.0,175099217.2,121030623.6,64657212.93,Aceptado
7966600.762999999,19378596.86,9622482.215,6222180.993,0.0,-6461756.313999999,22252918.74,4245959.487,0.0,-2794984.5130000003,112432975.3,1656485910.0,24158089.66,28821369.31,Aceptado
2079329.381,12219336.91,2138346.256,0.0,337866.6615,-8123704.286,15764342.98,5278196.012,7425825.884,0.0,37481619.3,39345805.92,14208343.14,11984151.76,Aceptado
0.0,72905864.06,65913490.59,12082308.52,2808182.561,4200568.659,124379170.6,0.0,7802768.552,-4600962.766,0.0,2335055337.0,79233603.16,0.0,Aceptado
100173.2536,11795203.53,0.0,0.0,1659043.563,2576451.296,7663678.455,795152.3683,16919622.05,-2958906.7,132848702.6,37593648.99,8138176.072000001,9100249.606,Sospechoso
0.0,2547376.594,1418510.128,889279.3134,0.0,1087341.7,10413106.77,218575.6618,-8648566.54,-1580642.989,29128245.79,165379355.9,18032447.34,0.0,Aceptado
2584020.328,67219324.92,30335976.74,6354143.727999999,2982349.378,-4741793.781,83138092.87,10227090.08,28352033.43,-4946171.9969999995,0.0,541577874.5,50840590.14,32827479.41,Aceptado
190554.7703,6117705.342,3142819.481,0.0,319900.9914,0.0,20188835.24,2011660.773,2708930.735,-2696376.1380000003,63647526.97,6985341.443,5993434.891,0.0,Aceptado
595197.2355,20217221.61,11305551.15,6523819.458,1753147.938,6861513.909,37056421.94,1964428.9209999999,1380068.9919999999,605940.3696,0.0,26145207.14,0.0,29958641.86,Aceptado
241981.9204,34452795.62,42592380.37,502204.0858,1148734.403,6052749.187000001,46863636.57,2276111.015,21629126.34,-7760087.029,230009752.9,0.0,14041556.16,21702070.8,Aceptado
299870.43,3231931.845,29539053.14,47767.82084,0.0,8117243.385,0.0,83215.43697000001,-9951719.439,0.0,29291792.02,230515174.4,7298514.157000001,27780425.69,Aceptado
7543671.034,64166643.24,12608904.81,18762690.49,891884.6385,0.0,102477090.6,10266990.98,11487240.96,-2765948.235,0.0,210408244.4,54611404.54,39375019.0,Aceptado
4996754.368,104489849.5,47420130.14,0.0,1077273.638,296211.5395,162609981.6,22113743.14,0.0,-6723993.262999999,409616047.7,288953356.9,54439057.66,32404199.91,Aceptado
5007164.363,22418704.04,9596335.566,681545.5429,5807185.342,-8495108.014,0.0,6739059.279,14688077.48,1036684.579,419661062.8,66223497.61,40934031.41,22870922.34,Aceptado
56597.88794,943402.6396,7037622.953,163346.9737,0.0,8122909.664,12528163.66,6671404.405,759323.9615,-8179059.996,12586550.99,17510828.48,125113.2946,260928.6441,Aceptado
6270653.106000001,88571605.86,0.0,5440985.115,0.0,-9351726.567,0.0,2116820.325,23896977.75,-2171254.19,439401240.9,1125984353.0,85232579.59,73610957.08,Aceptado
451416.3179,7807473.991,0.0,75141.5074,0.0,7691762.921,26109467.78,3461573.012,7580983.63,0.0,228561640.5,27552944.42,15002949.17,13288629.08,Aceptado
2970139.735,12481215.59,19357721.59,967245.687,1690695.0869999998,1678592.4519999998,35156397.84,3824071.695,4133170.659,-3044400.9930000002,114293319.0,273181857.0,0.0,0.0,Aceptado
58899.04969,56060.627120000005,0.0,11247.82396,1173322.297,0.0,230373.2338,85515.47077,0.0,-2293277.133,46840052.62,13742297.39,622618.2525,1719310.282,Aceptado
0.0,1238577.74,6731355.058999999,297828.2969,523365.0055,7548794.625,3426068.5110000004,129514.7287,0.0,-410556.584,27071230.92,11168952.88,8596751.243999999,11312868.65,Aceptado
297833.4821,8021889.477000001,5479336.051,398691.8111,1353237.593,2521963.09,13797435.32,213459.8115,4715046.985,28362.66418,102466156.4,47592300.04,0.0,25885729.83,Aceptado
61819.94045,969577.3604,18036703.0,114315.1656,128217.9876,8645983.581,0.0,2190872.571,-4256234.654,-4109490.124,17013136.88,8945021.419,5392212.22,3042732.499,Aceptado
99222.84047000001,12266134.03,14128584.26,179047.1187,523795.339,7291971.75,20817862.42,0.0,-1616596.644,-2180837.9930000002,39646945.66,91792360.73,32395871.02,27349103.85,Aceptado
620758.6522,2097504.168,157803.9066,0.0,0.0,0.0,4042065.4930000002,1047685.995,-5545298.197000001,122731.0464,17098581.46,13432614.49,6636162.187000001,6193074.067000001,Aceptado
35480.992119999995,0.0,1181807.318,0.0,52078.15413,6093754.552,910535.1165,0.0,-5376639.524,0.0,11432577.19,2163726.9469999997,0.0,4903154.29,Aceptado
182687.3566,984634.191,45623.960719999995,969959.6897,0.0,-833167.212,1570723.7969999998,184022.7919,-2651398.377,-3408878.061,1766304.3869999999,13244804.65,0.0,3678769.133,Aceptado
0.0,13227862.87,6013573.113,699370.4587,101407.079,4891800.661,24116807.61,676793.0963,-3238789.2139999997,-1199936.375,0.0,16351958.62,12371661.55,22878031.52,Aceptado
1745282.1090000002,16906526.43,1426531.6369999999,14252464.9,4997437.663,-6820798.384,29273758.27,5934580.217999999,16387127.35,-1494179.256,260407364.1,89525782.68,0.0,0.0,Aceptado
2110685.4080000003,22388268.13,530568.6668,44818603.41,4230704.658,0.0,0.0,1989920.979,0.0,785591.3936,117962034.5,136540940.8,0.0,30715610.56,Aceptado
266121.0377,4935643.971,13079499.35,250224.9299,982961.3831,6548339.092999999,8665909.765,680051.27,5755670.83,-3919229.336,0.0,34568703.65,2383721.931,9093751.102,Aceptado
141922.3239,14588552.42,1951021.945,675821.8673,98454.15347,1700831.7969999998,20575287.43,351265.8513,11210463.66,-4629768.541,38810067.15,18874023.4,7357787.524,12552036.13,Aceptado
1823622.5790000001,12530747.73,180533.3586,1018632.672,3172132.5539999995,-14510234.73,0.0,4855041.243,18527145.87,-2627494.005,128504351.8,160997705.5,8576690.208999999,5382398.41,Sospechoso
103995.5406,4119753.599,0.0,1245596.996,295194.1469,2431616.733,6160796.676,0.0,8137904.835,-3810412.078,19523036.02,8276869.025,2181757.753,2527201.721,Sospechoso
0.0,0.0,8213951.668,45519.18796,303965.4525,5022967.92,2255825.895,1995835.2119999998,0.0,-5511274.778,23002656.42,22458017.42,1210876.317,1141782.368,Aceptado
98899.19576,1905976.804,4457668.205,7386.427501,0.0,3798732.062,2089638.773,849365.7493,3166345.295,-335789.3911,27282817.21,3408912.728,5359504.737,4083151.4239999996,Aceptado
23450570.28,29787286.08,2032545.811,7509907.244,7252673.454,-14518712.08,13585851.82,0.0,24191460.27,1184683.72,482223747.6,61234087.95,0.0,39022253.08,Aceptado
0.0,4232443.672,9037442.979,45149.2811,105605.6449,7171869.897000001,10435422.24,1176253.785,0.0,0.0,51651824.04,4494554.544,16103035.79,5972359.752,Aceptado
2924712.1939999997,15667145.12,0.0,127636.7138,550180.5337,0.0,8756427.572999999,162127.6761,5775307.35,0.0,114920057.0,5780330.826,48457555.23,38823570.71,Aceptado
78895.66791,666737.2933,2995269.1810000003,65815.30295,224091.9619,7723049.154,4369128.004,344099.9849,-13868138.2,-33266.76535,9690606.95,6708576.503,9448192.668,6652244.772999999,Aceptado
164757.679,27336977.63,37255718.63,289003.9637,44374.81002,0.0,66541016.69,0.0,0.0,-6791996.965,104992602.1,37382308.92,22007536.46,17399654.18,Aceptado
38547.21733,1637712.118,209283.5442,262096.7116,67686.61369,5549805.656,1793062.237,67156.44223,-2552486.2369999997,-2165105.0330000003,2694276.985,5419213.465,2151485.375,4934071.268999999,Aceptado
395507.7282,10575818.43,12749119.88,255957.3184,0.0,7400688.283,23990153.96,541323.8761,0.0,792749.7283,67120648.6,8527565.559,29181876.46,28049008.06,Aceptado
0.0,0.0,3530436.372,865839.2428,630285.0992,7795155.573,0.0,647750.29,0.0,-4727552.922,16330166.1,17991013.13,1343221.4119999998,2338680.022,Aceptado
